Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
5/27/2015	11066	0			1	15	2					0.00					
7/28/2015	11066	0			1	15	3					0.00					
8/31/2015	11066	0			1	15	4					0.00					
2/3/2016	11066	0			1	15	2					0.00					
3/31/2016	11066	0			1	15	3					0.00					
5/5/2016	11066	0			1	15	4					0.00					
7/5/2016	11066	0			1	15	5					0.00					
8/9/2016	11066	0			1	15	5					0.00					
9/14/2016	11066	0			1	15	4					0.00					
10/10/2016	11066	0			1	15	3					0.00					
11/9/2016	11066	0			1	15	4					0.00					
12/12/2016	11066	0			1	15	2					0.00					
3/29/2017	11066	0			1	15	3					0.00					
5/3/2017	11066	0			1	15	7					0.00					
5/31/2017	11066	0			1	15	4					0.00					
6/26/2017	11066	0			3	25	4					0.00					
12/12/2017	11066	0			1	18	1					0.00					
1/15/2018	11066	0			1	18	4					0.00					
5/9/2018	11066	0			1	18	3					0.00					
6/12/2018	11066	0			1	18	4					0.00					
8/7/2018	11066	0			1	18	4					0.00					
11/8/2018	11066	0			1	18	3					0.00					
6/20/2013	11067	0				0						0.00					
6/24/2013	11067	0				0	1					0.00					
6/20/2013	11068	0			2	20	9					0.00					
6/17/2013	11069	0				0	7					0.00					
7/19/2013	11069	0				0	5					0.00					
6/24/2013	11070	0			1	15	3					0.00					
6/25/2013	11071	0			5	45	8					0.00					
10/22/2013	11071	0			5	45	5					0.00					
11/26/2013	11071	0			5	45	2					0.00					
12/30/2013	11071	0			5	45	15					0.00					
1/30/2014	11071	0				0	13					0.00					
12/9/2014	11071	0			5	45	5					0.00					
2/23/2015	11071	0			5	45	3					0.00					
3/25/2015	11071	0			5	45	2					0.00					
5/13/2015	11071	0			5	45	7					0.00					
8/11/2015	11071	0			5	45	2					0.00					
9/16/2015	11071	0			5	45	2					0.00					
11/10/2015	11071	0			5	45	3					0.00					
10/20/2016	11071	0			5	45						0.00					
12/16/2000	11072	0			4	30	7					0.00					
6/25/2013	11072	0			3	25	9					0.00					
7/25/2013	11072	0			3	25						0.00					
10/22/2013	11072	0			3	25	6					0.00					
1/21/2014	11072	0			3	25	3					0.00					
3/11/2014	11072	0			3	25	25					0.00					
6/17/2014	11072	0			3	25	4					0.00					
9/29/2014	11072	0			3	25						0.00					
6/18/2015	11072	0			4	30	2					0.00					
7/21/2015	11072	0			4	30	2					0.00					
10/14/2015	11072	0			4	30	2					0.00					
2/2/2016	11072	0			4	30	5					0.00					
8/16/2016	11072	0			4	30	5					0.00					
11/1/2016	11072	0			3	25	6					0.00					
1/26/2017	11072	0			3	25	3					0.00					
10/17/2017	11072	0			3	28	12					0.00					
6/24/2013	11073	0				0	4					0.00					
7/12/2013	11073	0				0	4					0.00					
8/2/2013	11073	0				0	5					0.00					
6/27/2013	11074	0			2	20	5					0.00					
7/23/2013	11074	0			2	20	3					0.00					
11/27/2013	11074	0			2	20	2					0.00					
1/28/2014	11074	0			2	20	8					0.00					
3/26/2014	11074	0			2	20	3					0.00					
5/22/2014	11074	0			2	20	3					0.00					
6/30/2014	11074	0			2	20	5					0.00					
7/28/2014	11074	0			2	20	6					0.00					
9/18/2014	11074	0			2	20	3					0.00					
10/20/2014	11074	0			2	20	9					0.00					
11/24/2014	11074	0			2	20	6					0.00					
2/4/2015	11074	0			2	20	5					0.00					
3/31/2015	11074	0			2	20	5					0.00					
4/30/2015	11074	0			2	20	4					0.00					
6/10/2015	11074	0			3	20	4					0.00					
9/9/2015	11074	0			2	20	7					0.00					
10/28/2015	11074	0			3	20	3					0.00					
12/9/2015	11074	0			2	20	4					0.00					
1/27/2016	11074	0			2	20	3					0.00					
4/27/2016	11074	0			2	20	5					0.00					
6/26/2013	11075	0			4	30						0.00					
6/17/2013	11076	0				0	25					0.00					
7/1/2013	11076	0				0	10					0.00					
7/12/2013	11076	0				0	25					0.00					
6/27/2013	11077	0			1	15	9					0.00					
9/30/2015	11077	0			2	20	10					0.00					
10/28/2015	11077	0			2	20						0.00					
10/18/2016	11077	0			1	15	9					0.00					
11/16/2016	11077	0			1	15	6					0.00					
8/13/2018	11077	0			4	38	19					0.00					
6/26/2013	11079	0			1	15	6					0.00					
6/27/2013	11081	0			1	15	5					0.00					
6/24/2013	11082	0				0	10					0.00					
7/19/2013	11082	0				0	8					0.00					
8/16/2013	11082	0				0	6					0.00					
9/23/2013	11082	0				0	9					0.00					
7/1/2013	11083	0			3	25	10					0.00					
7/1/2013	11084	0				0	8					0.00					
6/28/2013	11085	0			1	15						0.00					
6/28/2013	11086	0			1	15						0.00					
7/3/2013	11088	0				0	12					0.00					
7/11/2013	11089	0				0	10					0.00					
7/12/2013	11089	0				0	8					0.00					
8/2/2013	11089	0				0	8					0.00					
8/16/2013	11089	0				0	6					0.00					
9/6/2013	11089	0				0	9					0.00					
9/23/2013	11089	0				0	0					0.00					
10/11/2013	11089	0				0	4					0.00					
7/3/2013	11090	0			1	15						0.00					
12/16/2015	11090	0			1	15						0.00					
1/18/2016	11090	0				0	6					0.00					
3/7/2016	11090	0				0	7					0.00					
8/8/2016	11090	0			1	15	4					0.00					
9/1/2016	11090	0				0	5					0.00					
7/8/2013	11091	0			1	15	5					0.00					
6/24/2014	11091	0			1	15	4					0.00					
8/25/2014	11091	0				0	0					0.00					
7/12/2013	11092	0				0	4					0.00					
7/19/2013	11092	0				0	8					0.00					
8/1/2013	11092	0				0	7					0.00					
8/30/2013	11092	0				0	8					0.00					
12/16/2013	11092	0				0	10					0.00					
12/31/2013	11092	0				0	6					0.00					
1/17/2014	11092	0				0	5					0.00					
4/21/2014	11092	0			4	30	25					0.00					
6/16/2015	11092	0				0	5					0.00					
6/20/2016	11092	0				0	4					0.00					
3/29/2018	11092	0			1	18	4					0.00					
6/15/2018	11092	0			1	18	4					0.00					
7/11/2013	11093	0				0	3					0.00					
7/12/2013	11093	0				0	4					0.00					
7/26/2013	11093	0				0	9					0.00					
8/5/2013	11093	0				0	7					0.00					
8/30/2013	11093	0				0	7					0.00					
7/8/2013	11094	0			3	25	17					0.00					
7/2/2013	11095	0				0	7					0.00					
3/15/2018	11095	0			1	18	6					0.00					
7/9/2013	11096	0			1	15	7					0.00					
7/9/2013	11097	0				0	11					0.00					
8/20/2013	11097	0			1	15	4					0.00					
9/25/2013	11097	0				0	7					0.00					
10/23/2013	11097	0				0	7					0.00					
1/8/2014	11097	0			2	20	9					0.00					
7/9/2013	11098	0			2	20	6					0.00					
8/20/2013	11098	0			2	20	3					0.00					
7/12/2013	11099	0				0	8					0.00					
12/23/2013	11099	0				0	5					0.00					
7/12/2013	11100	0				0	2					0.00					
7/9/2013	11101	0			3	25	14					0.00					
7/10/2013	11102	0			1	15	2					0.00					
7/11/2013	11103	0			3	25	13					0.00					
9/16/2013	11103	0			3	25	8					0.00					
9/22/2014	11103	0			2	20	7					0.00					
7/15/2013	11104	0			3	25	9					0.00					
7/15/2013	11105	0			1	15	8					0.00					
7/12/2013	11106	0				0	25					0.00					
7/15/2013	11107	0			1	15	13					0.00					
8/27/2013	11107	0			1	15	10					0.00					
9/26/2013	11107	0			1	15	10					0.00					
12/16/2013	11107	0			1	15	10					0.00					
7/29/2014	11107	0			1	15	10					0.00					
9/3/2014	11107	0			1	15	15					0.00					
10/6/2014	11107	0			1	15	10					0.00					
7/2/2015	11107	0			1	15	10					0.00					
7/29/2015	11107	0			2	20	15					0.00					
1/27/2016	11107	0			1	15	10					0.00					
9/22/2017	11107	0			1	18	5					0.00					
7/11/2019	11107	0			1	18	4					0.00					
7/10/2013	11108	0			1	15	6					0.00					
7/10/2013	11109	0			2	20	11					0.00					
7/10/2013	11110	0			2	20	6					0.00					
7/12/2013	11111	0				0	4					0.00					
8/2/2013	11111	0				0	4					0.00					
9/9/2013	11111	0				0	2					0.00					
1/27/2014	11111	0			1	15	9					0.00					
5/20/2014	11111	0			1	15	4					0.00					
3/18/2015	11111	0			1	15	3					0.00					
6/23/2015	11111	0			1	15	4					0.00					
9/16/2015	11111	0			1	15	0					0.00					
7/11/2013	11112	0			1	15	10					0.00					
11/19/2014	11112	0			1	15	3					0.00					
7/15/2013	11113	0			1	15	6					0.00					
7/10/2013	11114	0				0	10					0.00					
2/10/2014	11114	0				0	10					0.00					
2/27/2014	11114	0			1	15	0					0.00					
6/6/2019	11114	0			1	18	3					0.00					
7/15/2013	11115	0			1	15	8					0.00					
8/27/2013	11115	0				0	10					0.00					
9/26/2013	11115	0			1	15	10					0.00					
12/16/2013	11115	0			1	15	10					0.00					
7/16/2013	11116	0			6	50	21					0.00					
8/20/2013	11116	0			7	60	21					0.00					
10/2/2013	11116	0			7	60	25					0.00					
12/9/2013	11116	0			7	60	23					0.00					
1/20/2014	11116	0			7	60	15					0.00					
2/19/2014	11116	0			7	60	25					0.00					
4/1/2014	11116	0			7	60	19					0.00					
5/22/2014	11116	0			7	60	25					0.00					
6/19/2014	11116	0			7	60	17					0.00					
8/4/2014	11116	0			6	50	6					0.00					
11/11/2014	11116	0			7	60	24					0.00					
2/25/2015	11116	0			7	60	25					0.00					
8/11/2015	11116	0			7	60	16					0.00					
4/27/2016	11116	0			5	45	22					0.00					
8/10/2016	11116	0			7	60	24					0.00					
9/13/2016	11116	0			5	45	19					0.00					
10/18/2016	11116	0			7	60	18					0.00					
1/3/2017	11116	0			5	45	11					0.00					
7/31/2017	11116	0			5	45	5					0.00					
4/4/2018	11116	0			6	53	7					0.00					
5/2/2018	11116	0			6	53	10					0.00					
5/30/2018	11116	0			6	53	3					0.00					
7/11/2018	11116	0			6	53	9					0.00					
7/16/2013	11117	0			4	30	6					0.00					
9/25/2013	11117	0			4	30	6					0.00					
7/16/2013	11118	0			1	15	10					0.00					
9/16/2013	11118	0			1	15	9					0.00					
10/16/2013	11118	0			1	15	10					0.00					
11/18/2013	11118	0			1	15	10					0.00					
12/16/2013	11118	0			1	15	10					0.00					
1/16/2014	11118	0			1	15	10					0.00					
2/19/2014	11118	0			1	15	10					0.00					
3/17/2014	11118	0			1	15	10					0.00					
4/21/2014	11118	0			1	15	10					0.00					
5/19/2014	11118	0			1	15	10					0.00					
6/24/2014	11118	0			1	15	10					0.00					
7/15/2014	11118	0			1	15	6					0.00					
8/13/2014	11118	0			1	15	10					0.00					
9/15/2014	11118	0			1	15	7					0.00					
2/2/2015	11118	0			1	15	7					0.00					
4/7/2015	11118	0			1	15	6					0.00					
7/16/2013	11119	0			1	15	10					0.00					
12/16/2013	11119	0			1	15	10					0.00					
1/16/2014	11119	0			1	15	10					0.00					
2/19/2014	11119	0				0	10					0.00					
7/16/2013	11120	0			1	15	2					0.00					
7/16/2013	11121	0			3	25	22					0.00					
12/2/2013	11121	0			2	20	25					0.00					
1/16/2014	11121	0			3	25	18					0.00					
6/12/2014	11121	0			2	20	7					0.00					
7/22/2013	11123	0			1	15	2					0.00					
7/22/2013	11124	0			1	15	6					0.00					
7/18/2013	11125	0			1	15	4					0.00					
7/18/2013	11126	0			2	20	7					0.00					
7/18/2013	11127	0			2	20	14					0.00					
10/3/2013	11127	0			2	20	15					0.00					
7/18/2013	11128	0			1	15	4					0.00					
7/22/2013	11129	0			3	25	20					0.00					
7/18/2013	11130	0				0	3					0.00					
9/23/2013	11130	0				0	4					0.00					
10/23/2013	11130	0			1	15	2					0.00					
2/11/2015	11130	0			1	15	10					0.00					
7/19/2013	11131	0				0	7					0.00					
8/8/2013	11131	0				0	6					0.00					
8/9/2013	11131	0				0	0					0.00					
9/6/2013	11131	0				0	2					0.00					
10/18/2013	11131	0				0	9					0.00					
11/18/2013	11131	0				0	3					0.00					
6/12/2014	11131	0			1	15	6					0.00					
7/19/2013	11132	0				0	0					0.00					
7/19/2013	11133	0				0	3					0.00					
8/2/2013	11133	0				0	10					0.00					
9/23/2013	11133	0				0	10					0.00					
7/17/2013	11134	0				0	2			1		0.00					
7/22/2013	11135	0			2	20	4					0.00					
7/19/2013	11136	0				0	7					0.00					
8/2/2013	11136	0				0	6					0.00					
8/16/2013	11136	0				0	9					0.00					
8/30/2013	11136	0				0	8					0.00					
7/26/2013	11137	0				0	4					0.00					
7/29/2013	11137	0			1	15	2					0.00					
6/12/2018	11137	0			1	18	2					0.00					
7/24/2018	11137	0			1	18	1					0.00					
8/14/2018	11137	0			1	18	1					0.00					
11/21/2018	11137	0			1	18	0					0.00					
7/26/2013	11138	0				0	7					0.00					
8/9/2013	11138	0				0	4					0.00					
8/19/2013	11138	0				0	10					0.00					
9/20/2013	11138	0				0	4					0.00					
10/30/2013	11138	0				0	7					0.00					
9/8/2014	11138	0				0	4					0.00					
2/16/2015	11138	0				0	3					0.00					
4/15/2015	11138	0				0	6					0.00					
5/18/2015	11138	0			3	25	4					0.00					
9/14/2015	11138	0				0	3					0.00					
1/28/2016	11138	0			3	25	9					0.00					
3/23/2016	11138	0			3	25	2					0.00					
7/25/2016	11138	0				0	5					0.00					
8/8/2016	11138	0				0	3					0.00					
9/12/2016	11138	0				0	4					0.00					
7/23/2013	11139	0			1	15	6					0.00					
9/5/2013	11139	0				0	1					0.00					
10/7/2013	11139	0			1	15						0.00					
12/3/2013	11139	0			1	15	6					0.00					
5/29/2014	11139	0			1	15						0.00					
6/4/2019	11139	0				0	5					0.00					
7/23/2013	11140	0				0	10					0.00					
7/24/2013	11140	0			1	15	6					0.00					
7/25/2013	11140	0			1	15	5					0.00					
8/16/2013	11140	0				0	10					0.00					
10/7/2013	11140	0			1	15	10					0.00					
10/17/2013	11140	0			1	15	7					0.00					
7/23/2013	11141	0			2	20	11					0.00					
8/21/2013	11141	0			2	20	15					0.00					
9/25/2013	11141	0			3	25	16					0.00					
10/30/2013	11141	0			3	25	7					0.00					
1/28/2014	11141	0			3	25	13					0.00					
5/21/2014	11141	0			3	25	20					0.00					
6/30/2014	11141	0			3	25	20					0.00					
7/28/2014	11141	0			3	25	22					0.00					
9/18/2014	11141	0			3	25	15					0.00					
10/20/2014	11141	0			3	25	19					0.00					
11/24/2014	11141	0			3	25	15					0.00					
2/4/2015	11141	0			3	25	18					0.00					
3/5/2015	11141	0			3	25	14					0.00					
4/30/2015	11141	0			3	25	15					0.00					
6/10/2015	11141	0			3	25	15					0.00					
9/9/2015	11141	0			3	25	11					0.00					
10/28/2015	11141	0			2	20	15					0.00					
12/9/2015	11141	0			3	25	6					0.00					
1/27/2016	11141	0			3	25	12					0.00					
4/27/2016	11141	0			2	20	9					0.00					
7/27/2017	11141	0			2	20	7					0.00					
7/23/2013	11142	0			3	25	14					0.00					
7/23/2013	11143	0			4	30	2					0.00					
7/23/2013	11144	0				0	7			1		0.00					
8/21/2013	11144	0			1	15	7					0.00					
7/29/2013	11145	0			6	50	8					0.00					
7/25/2013	11146	0			1	15	3					0.00					
8/21/2014	11146	0			1	15	6					0.00					
3/13/2018	11146	0			1	18	1					0.00					
7/25/2013	11147	0				0	10					0.00					
5/13/2015	11147	0			1	15	7					0.00					
7/24/2013	11148	0			4	30						0.00					
7/24/2013	11149	0			1	15	3					0.00					
9/5/2013	11149	0			1	15	3					0.00					
1/9/2014	11149	0			1	15	5					0.00					
2/11/2014	11149	0			1	15	3					0.00					
3/18/2014	11149	0				0	3					0.00					
4/7/2014	11149	0			1	15	4					0.00					
5/6/2014	11149	0			1	15	4					0.00					
6/11/2014	11149	0			1	15	3					0.00					
6/26/2014	11149	0			1	15	2					0.00					
9/9/2014	11149	0				0	6					0.00					
11/19/2014	11149	0			1	15	8					0.00					
12/30/2014	11149	0			1	15	3					0.00					
2/2/2015	11149	0			1	15	5					0.00					
8/19/2015	11149	0			1	15	1					0.00					
10/7/2015	11149	0			1	15	8					0.00					
11/4/2015	11149	0			1	15	5					0.00					
12/10/2015	11149	0			1	15	2					0.00					
1/4/2016	11149	0			1	15	2					0.00					
1/12/2016	11149	0			1	15	2					0.00					
2/18/2016	11149	0			1	15	5					0.00					
2/20/2019	11149	0			1	18	2					0.00					
7/29/2013	11150	0			1	15	5					0.00					
11/27/2013	11150	0				0	4					0.00					
3/10/2015	11150	0			1	15	5					0.00					
5/5/2016	11150	0			1	15	3					0.00					
7/25/2013	11151	0			5	45	4					0.00					
7/26/2013	11152	0				0	10					0.00					
7/30/2013	11153	0			4	30	6					0.00					
8/2/2013	11154	0				0	9					0.00					
7/30/2013	11155	0			4	30	21					0.00					
10/2/2013	11155	0			4	30	25					0.00					
2/17/2016	11155	0			4	30	19					0.00					
6/1/2016	11155	0			5	45	15					0.00					
7/18/2016	11155	0			5	45	12					0.00					
7/30/2013	11156	0			6	50	23					0.00					
10/2/2013	11156	0			6	50	25					0.00					
2/5/2014	11156	0			6	50	25					0.00					
3/3/2014	11156	0			6	50	25					0.00					
4/15/2014	11156	0			6	50	45					0.00					
10/2/2014	11156	0			4	30	25					0.00					
12/23/2014	11156	0			4	30	20					0.00					
8/1/2013	11157	0			5	45						0.00					
7/9/2014	11157	0			5	45						0.00					
8/5/2013	11158	0			1	15						0.00					
12/30/2013	11158	0			1	15						0.00					
2/11/2015	11158	0			1	15						0.00					
8/1/2013	11159	0			1	15	3					0.00					
10/8/2013	11159	0				0	3					0.00					
8/1/2013	11160	0			4	30	15					0.00					
8/5/2013	11161	0				0	10					0.00					
8/19/2013	11161	0				0	5					0.00					
9/6/2013	11161	0				0	5					0.00					
8/8/2013	11162	0				0	6					0.00					
8/19/2013	11162	0				0	10					0.00					
9/20/2013	11162	0				0	10					0.00					
10/28/2013	11162	0				0	0					0.00					
11/4/2013	11162	0				0	8					0.00					
8/1/2013	11163	0			1	15	8					0.00					
9/24/2013	11163	0			1	15	10					0.00					
4/16/2014	11163	0			1	15	10					0.00					
6/4/2014	11163	0			1	15	10					0.00					
8/5/2014	11163	0			1	15	4					0.00					
12/15/2014	11163	0			1	15	10					0.00					
2/11/2015	11163	0			1	15	8					0.00					
10/28/2015	11163	0			1	15	3					0.00					
8/1/2013	11164	0			1	15	10					0.00					
10/8/2013	11164	0				0	10					0.00					
7/31/2013	11165	0			3	25	3					0.00					
7/31/2013	11166	0			3	25	20					0.00					
8/1/2013	11167	0			2	20						0.00					
7/31/2013	11169	0			1	15	2					0.00					
7/31/2013	11170	0			1	15	4					0.00					
8/1/2013	11171	0			4	30	19					0.00					
9/3/2013	11171	0			4	30	18					0.00					
10/2/2013	11171	0			4	30	12					0.00					
11/4/2013	11171	0			4	30	15					0.00					
12/5/2013	11171	0			4	30	16					0.00					
1/6/2014	11171	0			4	30	13					0.00					
2/3/2014	11171	0			4	30	20					0.00					
6/24/2014	11171	0			4	30	15					0.00					
8/5/2013	11172	0			1	15	5					0.00					
8/1/2013	11173	0			1	15	6					0.00					
9/24/2013	11173	0			1	15	10					0.00					
4/16/2014	11173	0			1	15	5					0.00					
6/4/2014	11173	0			1	158	10					0.00					
8/5/2014	11173	0			1	15	2					0.00					
12/15/2014	11173	0			1	15	3					0.00					
2/11/2015	11173	0			1	15	8					0.00					
10/28/2015	11173	0			1	15	2					0.00					
8/2/2013	11174	0				0	7					0.00					
9/6/2013	11174	0				0	5					0.00					
10/11/2013	11174	0				0	8					0.00					
11/4/2013	11174	0				0	6					0.00					
8/1/2014	11174	0				0	6					0.00					
8/11/2014	11174	0				0	6					0.00					
9/15/2014	11174	0				0	3					0.00					
11/7/2014	11174	0				0	7					0.00					
7/31/2013	11175	0			1	15	9					0.00					
8/1/2013	11176	0			1	15	5					0.00					
7/8/2014	11176	0			2	20	12					0.00					
5/14/2015	11176	0			2	20	15					0.00					
5/10/2016	11176	0			1	15	6					0.00					
5/31/2016	11176	0				0	8					0.00					
9/14/2016	11176	0			1	15	5					0.00					
8/9/2013	11177	0				0	4					0.00					
8/6/2013	11178	0			2	20	10					0.00					
3/19/2014	11178	0				0	4					0.00					
7/1/2014	11178	0			1	15	6					0.00					
8/6/2013	11179	0				0	10					0.00					
9/3/2013	11179	0			1	15	10					0.00					
10/8/2013	11179	0				0	4					0.00					
11/11/2013	11179	0			1	15	10					0.00					
1/6/2014	11179	0			1	15	10					0.00					
6/9/2014	11179	0			1	15	10					0.00					
8/12/2014	11179	0			1	15	10					0.00					
9/17/2014	11179	0			1	15	10					0.00					
10/23/2014	11179	0			1	15	10					0.00					
11/25/2014	11179	0			1	15	10					0.00					
1/13/2015	11179	0			1	15	10					0.00					
2/12/2015	11179	0			1	15	10					0.00					
3/17/2015	11179	0			1	15	10					0.00					
5/14/2015	11179	0			1	15	10					0.00					
8/5/2015	11179	0			1	15	8					0.00					
8/6/2013	11180	0				0	6					0.00					
9/30/2013	11180	0				0	5					0.00					
9/2/2014	11180	0			1	15	0					0.00					
3/30/2015	11180	0			1	15						0.00					
4/2/2015	11180	0			1	15						0.00					
8/5/2015	11180	0			1	15	3					0.00					
11/19/2015	11180	0			3	25						0.00					
1/21/2016	11180	0			2	25	0					0.00					
3/10/2016	11180	0			3	25						0.00					
5/24/2016	11180	0			4	30	3					0.00					
8/18/2016	11180	0			5	45	4					0.00					
11/16/2016	11180	0			5	45	4					0.00					
2/8/2017	11180	0			4	30	3					0.00					
4/26/2017	11180	0			4	30	2					0.00					
6/29/2017	11180	0			5	45	0					0.00					
1/16/2019	11180	0			1	18	0					0.00					
3/11/2019	11180	0			2	19	7					0.00					
4/24/2019	11180	0			2	19	2					0.00					
5/29/2019	11180	0			2	19	2					0.00					
8/9/2013	11181	0				0	4					0.00					
7/25/2016	11181	0			1	15						0.00					
8/9/2013	11182	0				0	4					0.00					
8/19/2013	11182	0				0	3					0.00					
9/20/2013	11182	0				0	8					0.00					
10/24/2013	11182	0			1	15	5					0.00					
8/12/2013	11183	0				0	4					0.00					
9/11/2013	11183	0				0	11					0.00					
11/15/2013	11183	0				0	3					0.00					
12/16/2013	11183	0				0	10					0.00					
1/17/2014	11183	0				0	6					0.00					
1/27/2014	11183	0				0	10					0.00					
3/10/2014	11183	0				0	5					0.00					
3/24/2014	11183	0				0	6					0.00					
8/7/2013	11184	0				0	1					0.00					
8/8/2013	11185	0				0	7					0.00					
9/26/2013	11185	0			6	50	7					0.00					
11/21/2013	11185	0			6	50	14					0.00					
6/26/2014	11185	0			6	50	10					0.00					
8/18/2014	11185	0			6	50	3					0.00					
3/30/2016	11185	0			6	50	6					0.00					
6/16/2016	11185	0			6	50	10					0.00					
8/9/2013	11186	0				0	3					0.00					
8/7/2013	11187	0			2	20	15					0.00					
9/18/2013	11187	0			2	20	13					0.00					
12/12/2013	11187	0			3	25	16					0.00					
1/13/2014	11187	0			3	25	20					0.00					
2/11/2014	11187	0			3	25	13					0.00					
3/11/2014	11187	0			3	25	15					0.00					
4/15/2014	11187	0			3	25	11					0.00					
5/15/2014	11187	0			3	25	21					0.00					
8/8/2013	11188	0			2	20						0.00					
8/9/2013	11189	0				0	3					0.00					
8/7/2013	11190	0			7	60	20					0.00					
11/3/2014	11190	0			7	60						0.00					
8/8/2013	11191	0			4	30	25					0.00					
11/21/2013	11191	0			5	30	14					0.00					
1/23/2014	11191	0			4	30	16					0.00					
3/31/2014	11191	0			4	30	25					0.00					
3/31/2016	11191	0			6	50	24					0.00					
6/2/2016	11191	0			5	45	20					0.00					
8/11/2016	11191	0			4	30	21					0.00					
9/7/2016	11191	0			4	30	24					0.00					
10/6/2016	11191	0			4	30	17					0.00					
4/26/2017	11191	0			7	60	12					0.00					
5/25/2017	11191	0			7	60	15					0.00					
6/22/2017	11191	0			6	50	16					0.00					
7/24/2017	11191	0			6	50	22					0.00					
1/23/2018	11191	0			6	53	20					0.00					
3/2/2018	11191	0			6	53	18					0.00					
8/7/2013	11192	0				0	7					0.00					
8/9/2013	11193	0				0	6					0.00					
8/19/2013	11193	0				0	6					0.00					
1/11/2018	11193	0			1	18	4					0.00					
2/13/2018	11193	0			1	18	4					0.00					
4/19/2018	11193	0			1	18	4					0.00					
6/18/2019	11193	0			0	28	3					0.00					
8/7/2013	11194	0				0	10					0.00					
8/9/2013	11195	0				0	5					0.00					
9/26/2013	11195	0			1	15	7					0.00					
10/29/2013	11195	0			1	15	3					0.00					
8/12/2013	11196	0				0	3					0.00					
4/23/2018	11196	0			2	19	8					0.00					
7/9/2019	11196	0			2	19	8					0.00					
8/7/2013	11197	0			3	25	4					0.00					
8/16/2013	11198	0				0	14					0.00					
8/13/2013	11199	0			6	50	25					0.00					
9/18/2013	11199	0			6	50	23					0.00					
10/21/2013	11199	0			7	60	25					0.00					
11/18/2013	11199	0			7	60	25					0.00					
12/24/2013	11199	0			7	60	16					0.00					
6/16/2015	11199	0				0	7	60	25			0.00					
7/21/2015	11199	0			7	60	22					0.00					
8/24/2015	11199	0			7	60	20					0.00					
12/22/2015	11199	0			7	60	15					0.00					
10/18/2016	11199	0			7	60	19					0.00					
11/27/2017	11199	0			6	53	10					0.00					
2/22/2018	11199	0			6	53	17					0.00					
3/29/2018	11199	0			6	53	18					0.00					
7/20/2018	11199	0			6	53	9					0.00					
9/26/2018	11199	0			6	53	21					0.00					
11/21/2018	11199	0			6	53	21					0.00					
2/20/2019	11199	0			6	53	19					0.00					
6/28/2019	11199	0			6	53	16					0.00					
8/13/2013	11200	0			1	15						0.00					
8/13/2013	11201	0			4	30	4					0.00					
5/30/2018	11201	0			6	53	3					0.00					
9/12/2018	11201	0			6	53	12					0.00					
4/17/2019	11201	0			6	53	18					0.00					
8/14/2013	11202	0			1	15	5					0.00					
8/16/2013	11203	0				0	0					0.00					
8/15/2013	11204	0			2	20	8					0.00					
8/14/2013	11205	0				0	5					0.00					
8/16/2013	11206	0				0	8					0.00					
10/18/2013	11206	0				0	10					0.00					
11/15/2013	11206	0				0	6					0.00					
12/2/2013	11206	0				0	9					0.00					
8/16/2013	11207	0				0	7					0.00					
8/14/2013	11208	0				0	3					0.00					
9/18/2013	11208	0			6	50	22					0.00					
12/18/2013	11208	0			7	60	20					0.00					
1/28/2014	11208	0			4	30	22					0.00					
3/19/2014	11208	0			7	60	25					0.00					
8/18/2014	11208	0			6	50						0.00					
8/14/2013	11209	0				0	0					0.00					
8/14/2013	11210	0			2	20	10					0.00					
8/15/2013	11212	0			3	25	9					0.00					
8/15/2013	11213	0			2	20	15					0.00					
8/19/2013	11214	0			1	15	2					0.00					
12/22/2014	11214	0			1	15	5					0.00					
8/16/2013	11215	0				0	5					0.00					
9/6/2013	11215	0				0	3					0.00					
8/15/2013	11216	0			1	15	10					0.00					
7/28/2014	11216	0			1	15	10					0.00					
8/19/2013	11217	0				0	10					0.00					
9/6/2013	11217	0				0	7					0.00					
9/30/2013	11217	0			1	15	4					0.00					
11/25/2013	11217	0				0	7					0.00					
8/15/2013	11218	0			5	45	6					0.00					
12/21/2015	11218	0				0	1					0.00					
4/19/2018	11218	0			1	18	3					0.00					
8/14/2013	11219	0			2	20	3					0.00					
9/21/2018	11219	0			3	28	7					0.00					
4/16/2014	11221	0			3	25	13					0.00					
9/2/2014	11221	0			3	25	14					0.00					
10/8/2014	11221	0			3	25	17					0.00					
11/12/2015	11221	0			3	25	5					0.00					
3/7/2016	11221	0			3	25	10					0.00					
8/20/2013	11222	0			6	50	10					0.00					
11/6/2013	11222	0			6	50	23					0.00					
8/18/2014	11222	0			6	50	3					0.00					
8/20/2013	11223	0			2	20	0					0.00					
11/19/2013	11223	0			2	20	0					0.00					
8/19/2013	11224	0				0	5					0.00					
8/21/2013	11225	0			1	15	4					0.00					
10/11/2013	11225	0				0	10					0.00					
11/14/2018	11225	0			1	18	5					0.00					
12/20/2018	11225	0				0	2					0.00					
8/22/2013	11226	0			2	20	3					0.00					
7/23/2015	11226	0			3	25	9					0.00					
8/13/2015	11226	0			3	25	16					0.00					
8/19/2013	11227	0				0	7					0.00					
8/19/2013	11228	0				0	7					0.00					
8/22/2013	11229	0				0	2					0.00					
