EE Provider ID	EE UID	Client Unique ID	Client ID	Client Age at Entry	Client Age at Exit	Client Gender	Client Primary Race	Client Ethnicity	Client Veteran Status
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658416	crnm07221992c642r500	365130	22	22	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658437	jsom12151964j500s350	397781	50	50	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658449	bhrm01101968b350h632	190759	47	47	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658451	pshm02131958p400s435	397785	57	57	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658699	tlim04171977t520l500	322997	38	38	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658700	gcam12301966g626c520	233609	48	48	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658750	ghnm05121962g615h536	397879	52	52	Male	White (HUD)	Data not collected (HUD)	Data not collected (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658801	pbkf09291954p610b236	397941	60	60	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658802	dtlf04041980d622t460	383781	35	35	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	658968	eklm08011990e640k400	208663	24	24	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	659467	mjnm11161965m623j520	378313	49	49	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	659468	aprm04151974a650p600	395113	41	41	Male	Client refused (HUD)	Client refused (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	659469	tsem12131984t460s435	395112	30	30	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	659924	pshm02131958p400s435	397785	57	57	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	659925	smom09231995s500m600	262238	19	19	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	659928	elof12031985e340l520	397201	29	29	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660048	dsnm09221980d620s536	177800	34	34	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660251	cjnm05161982c642j525	368692	32	32	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660252	pimm10111970p400i550	281794	44	44	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660255	blnm02271951b400l500	167439	64	64	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660545	gclm03081972g620c452	287399	43	43	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660546	apof10091963a530p400	167253	45	45	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660547	syaf05181984s600y630	298245	30	30	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660548	twsf04231971t230w230	172747	44	44	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660638	wsim12051980w450s530	265171	34	34	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660853	ltrm02081993l000t616	355355	22	22	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660854	tpnf02051972t200p500	228845	43	43	Female	Black or African American (HUD)	Client doesn't know (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	660855	relf06251980r530e240	398737	34	34	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	661105	mmmm08201986m420m255	296284	28	28	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	661191	srsf09271990s600r260	176430	24	24	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	661202	janm04181956j210a654	173498	59	59	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	661538	shgf08101963s530h263	104784	51	51	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	661539	tsim05171970t360s530	215821	44	44	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	661926	mdum02261986m240d320	219392	29	29	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	661927	dmgm08261963d130m200	314056	51	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	661928	pbkf09291954p610b236	397941	60	60	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	661929	pswf10261963p362s620	399028	51	51	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662239	ltrm02081993l000t616	355355	22	22	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662241	swrm05241960s354w630	347786	54	54	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662242	dsnm09221980d620s536	177800	34	34	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662243	swlm03181971s500w452	219636	44	44	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662244	djhm11071963d242j525	387175	51	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662518	kcnm07201985k400c530	399250	29	30	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662519	jlom01261993j531l520	399251	22	22	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662520	rakm12111949r163a325	399249	65	65	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662521	dhrm12151981d540h640	251086	33	33	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662522	pshm02131958p400s435	397785	57	57	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662523	grtm01171986g160r341	375392	29	29	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662524	smcf06251963s650m200	251084	51	51	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662526	rmlm11271964r350m450	172231	50	50	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662527	rmlm11271964r350m450	172231	50	50	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662732	bwlm03101977b650w420	399342	38	38	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662734	jlom01261993j531l520	399251	22	22	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662735	anbm10091989a416n142	399341	25	25	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	662736	rjhf04061995r240j525	399340	20	20	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663196	krcf06291962k300r263	399459	52	52	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663197	aptf08111992a200p362	399458	22	22	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663198	agim03121953a450g615	171448	62	62	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663199	djhm11071963d242j525	387175	51	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663496	smrm06231974s500m610	320781	40	40	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663497	dlgm11301958d130l250	67950	56	56	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663498	mwam03161988m240w160	157272	27	27	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663499	blem11211971b630l000	162076	43	43	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663500	bswf01191960b300s400	199315	55	55	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663780	hrwm05121962h560r500	370346	53	53	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663781	tcrm06021990t620c655	381739	24	24	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663783	ehrm09271958e250h620	159852	56	56	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663784	rqim01121968r263q620	361597	47	47	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663785	clom10111953c430l563	175198	61	61	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	663786	jjfm02051973j540j162	399670	42	42	Male	Black or African American (HUD)	Data not collected (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664065	djhm11071963d242j525	387175	51	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664327	jlnm03211951j520l500	167911	64	64	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664328	clnm07271995c362l532	399903	19	19	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664330	aahm10281982a350a226	399337	32	32	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664694	jsrm02051963j220s363	8104	52	52	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664918	clnf07121973c623l520	400077	41	41	Female	White (HUD)	Data not collected (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664919	sfrf07301967s650f656	400076	47	47	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664921	dsmm05311983d250s552	194795	31	31	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664922	ltrm02081993l000t616	355355	22	22	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664923	jnrm03301963j520n630	133371	52	52	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664927	cpwm01111958c416p400	195629	57	57	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	664928	dwom08041978d640w320	333120	36	36	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	665223	ddvf02041958d160d151	251716	57	57	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	665224	gpgf01241993g516p200	223534	22	22	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	665225	ccom04091984c413c636	202759	31	31	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	665566	mwrm08221959m240w635	214022	55	55	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	665567	cclm10171961c623c434	333631	53	53	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	665807	foom09141960f652o252	400414	54	54	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	665808	ae-m10301972a450e455	197232	42	42	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	665834	vcsf08041956v652c251	255702	58	58	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666516	acnf09131994a400c552	400528	20	20	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666517	cbtm11131951c642b342	177671	63	63	Male	Black or African American (HUD)	Client refused (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666519	jsrm02051963j220s363	8104	52	52	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666520	ghnm05121962g615h536	397879	53	53	Male	White (HUD)	Data not collected (HUD)	Data not collected (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666521	leaf05301980l200e152	158776	34	35	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666522	cjnm05161982c642j525	368692	33	33	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666524	dlnm04261979d530l521	312029	36	36	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666526	sapm03041976s310a100	167786	39	39	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666528	sfrf07301967s650f656	400076	47	47	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666821	tklm02271962t600k400	382886	53	53	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	666822	mhlf09031961m650h430	394827	53	53	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	667161	dsnm09221980d620s536	177800	34	34	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	667162	smrm06231974s500m610	320781	40	40	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	667335	tsum09071969t652s314	398927	45	45	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	667593	asuf08291968a524s436	390302	46	46	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	667594	gmrm08241953g600m650	392386	61	61	Male	American Indian or Alaska Native (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	667947	lltm11121953l600l340	213268	61	61	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	668912	tcrm06021990t620c655	381739	24	25	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	668914	rfrm06071966r240f630	251488	48	49	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	668919	jlom01261993j531l520	399251	22	22	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	668937	djhm11071963d242j525	387175	51	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669601	clom10111953c430l563	175198	61	61	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669602	mhlf09031961m650h430	394827	53	53	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669604	clnm07271995c362l532	399903	19	19	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669605	jdvm10111979j630d120	401496	35	35	Male	Black or African American (HUD)	Data not collected (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669606	rdvm09261963r362d120	401497	51	51	Male	Black or African American (HUD)	Data not collected (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669608	osrm07131995o632s645	401494	19	19	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669609	osrm07241965o632s645	401495	49	49	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669610	ltrm02081993l000t616	355355	22	22	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669611	gsrf03201969g630s645	367659	46	46	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669612	rklm12221970r534k400	153324	44	44	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669613	smfm09251978s364m213	188182	36	36	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	Yes (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669615	csnm11301988c623s524	309651	26	26	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669616	aprf10051971a535p600	278004	43	43	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669617	dnwm02251969d130n251	390305	46	46	Male	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669618	hbrm03121974h236b620	401479	41	41	Male	White (HUD)	Hispanic/Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669619	bwlm03101977b650w420	399342	38	38	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669957	tclf10151991t200c400	401630	23	23	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669959	ptmf02191992p540t514	401633	23	23	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669960	lwim05181970l500w340	311660	45	45	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	669993	cbrf09081966c645b600	401492	48	48	Female	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	670285	wdvm11221964w400d120	379956	50	50	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	670355	djhf10031960d160j525	401629	54	54	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	670367	ekaf09131961e450k516	401763	53	53	Female	White (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
XXXClosed2015 Urban Ministries of Durham- Durham County- Journey Entry- ESG(1970)	670591	agtm10171963a535g345	401866	51	51	Male	Black or African American (HUD)	Non-Hispanic/Non-Latino (HUD)	No (HUD)
